path,label,classification
stoat_0949.jpg,stoat,4
polecat_0898.jpg,polecat,3
pinemarten_0973.jpg,pinemarten,2
weasel_0240.jpg,weasel,5
otter_0838.jpg,otter,1
stoat_0703.jpg,stoat,4
weasel_0857.jpg,weasel,5
weasel_0326.jpg,weasel,5
otter_0310.jpg,otter,1
pinemarten_0829.jpg,pinemarten,2
pinemarten_0543.jpg,pinemarten,2
mink_0409.jpg,mink,0
polecat_0189.jpg,polecat,3
weasel_0244.jpg,weasel,5
pinemarten_0513.jpg,pinemarten,2
otter_0964.jpg,otter,1
mink_0911.jpg,mink,0
pinemarten_0173.jpg,pinemarten,2
weasel_0902.jpg,weasel,5
stoat_0232.jpg,stoat,4
stoat_0587.jpg,stoat,4
pinemarten_0686.jpg,pinemarten,2
otter_0516.jpg,otter,1
mink_0904.jpg,mink,0
polecat_0635.jpg,polecat,3
mink_0417.jpg,mink,0
stoat_0671.jpg,stoat,4
polecat_0674.jpg,polecat,3
pinemarten_0241.jpg,pinemarten,2
weasel_0937.jpg,weasel,5
otter_0074.jpg,otter,1
polecat_0800.jpg,polecat,3
stoat_0486.jpg,stoat,4
mink_0620.jpg,mink,0
mink_0145.jpg,mink,0
otter_0872.jpg,otter,1
weasel_0918.jpg,weasel,5
stoat_0639.jpg,stoat,4
weasel_0153.jpg,weasel,5
mink_0815.jpg,mink,0
otter_0430.jpg,otter,1
polecat_0145.jpg,polecat,3
mink_0216.jpg,mink,0
mink_0694.jpg,mink,0
polecat_0413.jpg,polecat,3
pinemarten_0006.jpg,pinemarten,2
stoat_0868.jpg,stoat,4
stoat_0658.jpg,stoat,4
otter_0033.jpg,otter,1
stoat_0898.jpg,stoat,4
otter_0563.jpg,otter,1
pinemarten_0408.jpg,pinemarten,2
otter_0286.jpg,otter,1
polecat_0071.jpg,polecat,3
weasel_0001.jpg,weasel,5
polecat_0122.jpg,polecat,3
weasel_0467.jpg,weasel,5
otter_0538.jpg,otter,1
stoat_0412.jpg,stoat,4
weasel_0546.jpg,weasel,5
mink_0583.jpg,mink,0
stoat_0003.jpg,stoat,4
polecat_0426.jpg,polecat,3
pinemarten_0577.jpg,pinemarten,2
otter_0223.jpg,otter,1
weasel_0242.jpg,weasel,5
weasel_0308.jpg,weasel,5
mink_0829.jpg,mink,0
mink_0923.jpg,mink,0
otter_0854.jpg,otter,1
mink_0310.jpg,mink,0
otter_0065.jpg,otter,1
polecat_0128.jpg,polecat,3
polecat_0708.jpg,polecat,3
mink_0628.jpg,mink,0
mink_0721.jpg,mink,0
pinemarten_0737.jpg,pinemarten,2
otter_0101.jpg,otter,1
mink_0860.jpg,mink,0
otter_0332.jpg,otter,1
pinemarten_0338.jpg,pinemarten,2
weasel_0104.jpg,weasel,5
pinemarten_0140.jpg,pinemarten,2
stoat_0225.jpg,stoat,4
polecat_0856.jpg,polecat,3
pinemarten_0281.jpg,pinemarten,2
weasel_0775.jpg,weasel,5
stoat_0436.jpg,stoat,4
mink_0697.jpg,mink,0
weasel_0661.jpg,weasel,5
pinemarten_0587.jpg,pinemarten,2
polecat_0136.jpg,polecat,3
otter_0559.jpg,otter,1
stoat_0061.jpg,stoat,4
mink_0228.jpg,mink,0
otter_0791.jpg,otter,1
stoat_0392.jpg,stoat,4
mink_0180.jpg,mink,0
mink_0121.jpg,mink,0
weasel_0922.jpg,weasel,5
otter_0285.jpg,otter,1
polecat_0604.jpg,polecat,3
pinemarten_0011.jpg,pinemarten,2
mink_0440.jpg,mink,0
mink_0824.jpg,mink,0
pinemarten_0817.jpg,pinemarten,2
polecat_0408.jpg,polecat,3
stoat_0787.jpg,stoat,4
stoat_0856.jpg,stoat,4
weasel_0895.jpg,weasel,5
polecat_0641.jpg,polecat,3
otter_0241.jpg,otter,1
weasel_0299.jpg,weasel,5
otter_0833.jpg,otter,1
pinemarten_0784.jpg,pinemarten,2
mink_0811.jpg,mink,0
otter_0915.jpg,otter,1
pinemarten_0552.jpg,pinemarten,2
polecat_0557.jpg,polecat,3
polecat_0007.jpg,polecat,3
mink_0543.jpg,mink,0
mink_0394.jpg,mink,0
stoat_0140.jpg,stoat,4
weasel_0293.jpg,weasel,5
polecat_0470.jpg,polecat,3
weasel_0909.jpg,weasel,5
pinemarten_0094.jpg,pinemarten,2
pinemarten_0318.jpg,pinemarten,2
weasel_0359.jpg,weasel,5
polecat_0653.jpg,polecat,3
polecat_0435.jpg,polecat,3
pinemarten_0649.jpg,pinemarten,2
mink_0683.jpg,mink,0
pinemarten_0751.jpg,pinemarten,2
mink_0639.jpg,mink,0
weasel_0656.jpg,weasel,5
stoat_0417.jpg,stoat,4
mink_0164.jpg,mink,0
otter_0120.jpg,otter,1
otter_0426.jpg,otter,1
pinemarten_0252.jpg,pinemarten,2
stoat_0809.jpg,stoat,4
weasel_0954.jpg,weasel,5
pinemarten_0208.jpg,pinemarten,2
mink_0387.jpg,mink,0
otter_0707.jpg,otter,1
mink_0611.jpg,mink,0
mink_0247.jpg,mink,0
pinemarten_0174.jpg,pinemarten,2
otter_0243.jpg,otter,1
weasel_0572.jpg,weasel,5
stoat_0774.jpg,stoat,4
otter_0916.jpg,otter,1
otter_0412.jpg,otter,1
weasel_0195.jpg,weasel,5
mink_0785.jpg,mink,0
otter_0343.jpg,otter,1
weasel_0395.jpg,weasel,5
pinemarten_0353.jpg,pinemarten,2
mink_0451.jpg,mink,0
polecat_0076.jpg,polecat,3
otter_0880.jpg,otter,1
stoat_0864.jpg,stoat,4
pinemarten_0823.jpg,pinemarten,2
stoat_0544.jpg,stoat,4
polecat_0146.jpg,polecat,3
mink_0497.jpg,mink,0
stoat_0586.jpg,stoat,4
mink_0026.jpg,mink,0
weasel_0182.jpg,weasel,5
otter_0009.jpg,otter,1
polecat_0183.jpg,polecat,3
mink_0404.jpg,mink,0
stoat_0018.jpg,stoat,4
polecat_0137.jpg,polecat,3
mink_0211.jpg,mink,0
polecat_0600.jpg,polecat,3
stoat_0739.jpg,stoat,4
stoat_0871.jpg,stoat,4
otter_0414.jpg,otter,1
stoat_0502.jpg,stoat,4
polecat_0333.jpg,polecat,3
stoat_0063.jpg,stoat,4
mink_0924.jpg,mink,0
polecat_0033.jpg,polecat,3
otter_0400.jpg,otter,1
polecat_0079.jpg,polecat,3
otter_0976.jpg,otter,1
weasel_0078.jpg,weasel,5
pinemarten_0319.jpg,pinemarten,2
otter_0385.jpg,otter,1
mink_0032.jpg,mink,0
mink_0544.jpg,mink,0
weasel_0170.jpg,weasel,5
weasel_0718.jpg,weasel,5
pinemarten_0600.jpg,pinemarten,2
pinemarten_0578.jpg,pinemarten,2
pinemarten_0411.jpg,pinemarten,2
mink_0471.jpg,mink,0
mink_0607.jpg,mink,0
otter_0818.jpg,otter,1
otter_0112.jpg,otter,1
weasel_0117.jpg,weasel,5
mink_0146.jpg,mink,0
otter_0632.jpg,otter,1
mink_0236.jpg,mink,0
otter_0944.jpg,otter,1
pinemarten_0309.jpg,pinemarten,2
polecat_0374.jpg,polecat,3
pinemarten_0396.jpg,pinemarten,2
mink_0641.jpg,mink,0
polecat_0530.jpg,polecat,3
pinemarten_0502.jpg,pinemarten,2
otter_0740.jpg,otter,1
stoat_0485.jpg,stoat,4
pinemarten_0703.jpg,pinemarten,2
stoat_0501.jpg,stoat,4
pinemarten_0567.jpg,pinemarten,2
polecat_0582.jpg,polecat,3
weasel_0590.jpg,weasel,5
polecat_0181.jpg,polecat,3
mink_0932.jpg,mink,0
pinemarten_0419.jpg,pinemarten,2
polecat_0971.jpg,polecat,3
weasel_0947.jpg,weasel,5
weasel_0476.jpg,weasel,5
weasel_0609.jpg,weasel,5
weasel_0740.jpg,weasel,5
stoat_0444.jpg,stoat,4
otter_0754.jpg,otter,1
mink_0834.jpg,mink,0
pinemarten_0210.jpg,pinemarten,2
polecat_0119.jpg,polecat,3
otter_0633.jpg,otter,1
mink_0617.jpg,mink,0
mink_0587.jpg,mink,0
pinemarten_0250.jpg,pinemarten,2
weasel_0063.jpg,weasel,5
stoat_0217.jpg,stoat,4
polecat_0810.jpg,polecat,3
stoat_0714.jpg,stoat,4
polecat_0838.jpg,polecat,3
otter_0775.jpg,otter,1
mink_0070.jpg,mink,0
mink_0598.jpg,mink,0
pinemarten_0880.jpg,pinemarten,2
polecat_0630.jpg,polecat,3
stoat_0476.jpg,stoat,4
mink_0950.jpg,mink,0
otter_0358.jpg,otter,1
stoat_0539.jpg,stoat,4
weasel_0853.jpg,weasel,5
otter_0681.jpg,otter,1
stoat_0213.jpg,stoat,4
pinemarten_0940.jpg,pinemarten,2
stoat_0012.jpg,stoat,4
polecat_0304.jpg,polecat,3
pinemarten_0673.jpg,pinemarten,2
mink_0463.jpg,mink,0
pinemarten_0092.jpg,pinemarten,2
otter_0079.jpg,otter,1
polecat_0780.jpg,polecat,3
mink_0329.jpg,mink,0
polecat_0788.jpg,polecat,3
mink_0136.jpg,mink,0
otter_0354.jpg,otter,1
stoat_0730.jpg,stoat,4
polecat_0869.jpg,polecat,3
otter_0767.jpg,otter,1
weasel_0041.jpg,weasel,5
stoat_0960.jpg,stoat,4
otter_0290.jpg,otter,1
weasel_0324.jpg,weasel,5
otter_0453.jpg,otter,1
pinemarten_0123.jpg,pinemarten,2
mink_0807.jpg,mink,0
weasel_0714.jpg,weasel,5
pinemarten_0887.jpg,pinemarten,2
otter_0068.jpg,otter,1
otter_0723.jpg,otter,1
weasel_0618.jpg,weasel,5
otter_0545.jpg,otter,1
mink_0594.jpg,mink,0
polecat_0213.jpg,polecat,3
otter_0364.jpg,otter,1
stoat_0924.jpg,stoat,4
otter_0634.jpg,otter,1
otter_0191.jpg,otter,1
pinemarten_0624.jpg,pinemarten,2
otter_0156.jpg,otter,1
weasel_0103.jpg,weasel,5
pinemarten_0296.jpg,pinemarten,2
polecat_0049.jpg,polecat,3
weasel_0312.jpg,weasel,5
otter_0266.jpg,otter,1
stoat_0934.jpg,stoat,4
polecat_0545.jpg,polecat,3
pinemarten_0254.jpg,pinemarten,2
pinemarten_0563.jpg,pinemarten,2
polecat_0484.jpg,polecat,3
pinemarten_0753.jpg,pinemarten,2
weasel_0397.jpg,weasel,5
pinemarten_0845.jpg,pinemarten,2
stoat_0400.jpg,stoat,4
otter_0192.jpg,otter,1
stoat_0944.jpg,stoat,4
stoat_0103.jpg,stoat,4
pinemarten_0955.jpg,pinemarten,2
mink_0498.jpg,mink,0
polecat_0872.jpg,polecat,3
otter_0940.jpg,otter,1
stoat_0244.jpg,stoat,4
polecat_0073.jpg,polecat,3
mink_0619.jpg,mink,0
stoat_0526.jpg,stoat,4
pinemarten_0377.jpg,pinemarten,2
weasel_0844.jpg,weasel,5
pinemarten_0830.jpg,pinemarten,2
otter_0183.jpg,otter,1
polecat_0987.jpg,polecat,3
weasel_0551.jpg,weasel,5
pinemarten_0747.jpg,pinemarten,2
stoat_0550.jpg,stoat,4
stoat_0547.jpg,stoat,4
otter_0857.jpg,otter,1
weasel_0807.jpg,weasel,5
mink_0821.jpg,mink,0
weasel_0377.jpg,weasel,5
weasel_0976.jpg,weasel,5
weasel_0678.jpg,weasel,5
pinemarten_0800.jpg,pinemarten,2
otter_0081.jpg,otter,1
weasel_0174.jpg,weasel,5
mink_0427.jpg,mink,0
stoat_0432.jpg,stoat,4
polecat_0939.jpg,polecat,3
polecat_0471.jpg,polecat,3
pinemarten_0924.jpg,pinemarten,2
pinemarten_0637.jpg,pinemarten,2
pinemarten_0323.jpg,pinemarten,2
otter_0967.jpg,otter,1
mink_0275.jpg,mink,0
stoat_0409.jpg,stoat,4
pinemarten_0684.jpg,pinemarten,2
mink_0255.jpg,mink,0
otter_0123.jpg,otter,1
stoat_0947.jpg,stoat,4
otter_0837.jpg,otter,1
otter_0425.jpg,otter,1
polecat_0215.jpg,polecat,3
stoat_0906.jpg,stoat,4
weasel_0500.jpg,weasel,5
weasel_0100.jpg,weasel,5
pinemarten_0169.jpg,pinemarten,2
polecat_0200.jpg,polecat,3
weasel_0129.jpg,weasel,5
stoat_0408.jpg,stoat,4
weasel_0005.jpg,weasel,5
otter_0657.jpg,otter,1
pinemarten_0232.jpg,pinemarten,2
stoat_0383.jpg,stoat,4
pinemarten_0181.jpg,pinemarten,2
stoat_0127.jpg,stoat,4
polecat_0739.jpg,polecat,3
otter_0057.jpg,otter,1
stoat_0211.jpg,stoat,4
otter_0745.jpg,otter,1
stoat_0484.jpg,stoat,4
pinemarten_0894.jpg,pinemarten,2
mink_0750.jpg,mink,0
otter_0922.jpg,otter,1
weasel_0900.jpg,weasel,5
weasel_0571.jpg,weasel,5
stoat_0167.jpg,stoat,4
polecat_0150.jpg,polecat,3
polecat_0390.jpg,polecat,3
polecat_0704.jpg,polecat,3
otter_0255.jpg,otter,1
pinemarten_0307.jpg,pinemarten,2
pinemarten_0579.jpg,pinemarten,2
otter_0835.jpg,otter,1
stoat_0885.jpg,stoat,4
mink_0886.jpg,mink,0
stoat_0323.jpg,stoat,4
mink_0504.jpg,mink,0
stoat_0490.jpg,stoat,4
mink_0831.jpg,mink,0
otter_0796.jpg,otter,1
stoat_0284.jpg,stoat,4
pinemarten_0470.jpg,pinemarten,2
weasel_0764.jpg,weasel,5
weasel_0472.jpg,weasel,5
polecat_0816.jpg,polecat,3
otter_0090.jpg,otter,1
polecat_0170.jpg,polecat,3
mink_0853.jpg,mink,0
stoat_0214.jpg,stoat,4
mink_0333.jpg,mink,0
weasel_0225.jpg,weasel,5
stoat_0899.jpg,stoat,4
otter_0030.jpg,otter,1
mink_0949.jpg,mink,0
polecat_0031.jpg,polecat,3
stoat_0355.jpg,stoat,4
polecat_0325.jpg,polecat,3
weasel_0205.jpg,weasel,5
stoat_0798.jpg,stoat,4
mink_0774.jpg,mink,0
stoat_0962.jpg,stoat,4
mink_0713.jpg,mink,0
polecat_0257.jpg,polecat,3
otter_0267.jpg,otter,1
stoat_0668.jpg,stoat,4
stoat_0968.jpg,stoat,4
otter_0562.jpg,otter,1
pinemarten_0346.jpg,pinemarten,2
mink_0548.jpg,mink,0
otter_0197.jpg,otter,1
mink_0595.jpg,mink,0
polecat_0018.jpg,polecat,3
polecat_0459.jpg,polecat,3
polecat_0020.jpg,polecat,3
mink_0326.jpg,mink,0
mink_0652.jpg,mink,0
mink_0406.jpg,mink,0
weasel_0817.jpg,weasel,5
polecat_0718.jpg,polecat,3
otter_0299.jpg,otter,1
weasel_0301.jpg,weasel,5
pinemarten_0734.jpg,pinemarten,2
polecat_0745.jpg,polecat,3
mink_0520.jpg,mink,0
mink_0262.jpg,mink,0
pinemarten_0491.jpg,pinemarten,2
otter_0110.jpg,otter,1
weasel_0007.jpg,weasel,5
polecat_0671.jpg,polecat,3
pinemarten_0022.jpg,pinemarten,2
stoat_0461.jpg,stoat,4
otter_0268.jpg,otter,1
otter_0584.jpg,otter,1
weasel_0213.jpg,weasel,5
stoat_0519.jpg,stoat,4
otter_0809.jpg,otter,1
weasel_0221.jpg,weasel,5
otter_0440.jpg,otter,1
pinemarten_0359.jpg,pinemarten,2
polecat_0538.jpg,polecat,3
stoat_0770.jpg,stoat,4
polecat_0906.jpg,polecat,3
weasel_0072.jpg,weasel,5
weasel_0627.jpg,weasel,5
polecat_0668.jpg,polecat,3
polecat_0746.jpg,polecat,3
weasel_0427.jpg,weasel,5
stoat_0931.jpg,stoat,4
mink_0600.jpg,mink,0
mink_0219.jpg,mink,0
pinemarten_0434.jpg,pinemarten,2
polecat_0690.jpg,polecat,3
mink_0900.jpg,mink,0
weasel_0988.jpg,weasel,5
polecat_0884.jpg,polecat,3
pinemarten_0661.jpg,pinemarten,2
pinemarten_0298.jpg,pinemarten,2
otter_0591.jpg,otter,1
pinemarten_0171.jpg,pinemarten,2
mink_0692.jpg,mink,0
otter_0076.jpg,otter,1
otter_0272.jpg,otter,1
stoat_0518.jpg,stoat,4
stoat_0184.jpg,stoat,4
weasel_0423.jpg,weasel,5
polecat_0212.jpg,polecat,3
otter_0056.jpg,otter,1
pinemarten_0901.jpg,pinemarten,2
weasel_0479.jpg,weasel,5
weasel_0610.jpg,weasel,5
polecat_0439.jpg,polecat,3
weasel_0337.jpg,weasel,5
polecat_0359.jpg,polecat,3
pinemarten_0758.jpg,pinemarten,2
otter_0499.jpg,otter,1
otter_0602.jpg,otter,1
mink_0695.jpg,mink,0
stoat_0168.jpg,stoat,4
weasel_0091.jpg,weasel,5
pinemarten_0097.jpg,pinemarten,2
polecat_0154.jpg,polecat,3
mink_0714.jpg,mink,0
polecat_0067.jpg,polecat,3
polecat_0409.jpg,polecat,3
otter_0421.jpg,otter,1
pinemarten_0951.jpg,pinemarten,2
mink_0268.jpg,mink,0
pinemarten_0192.jpg,pinemarten,2
pinemarten_0596.jpg,pinemarten,2
mink_0487.jpg,mink,0
stoat_0351.jpg,stoat,4
mink_0731.jpg,mink,0
pinemarten_0273.jpg,pinemarten,2
pinemarten_0607.jpg,pinemarten,2
pinemarten_0122.jpg,pinemarten,2
polecat_0111.jpg,polecat,3
weasel_0725.jpg,weasel,5
otter_0599.jpg,otter,1
mink_0343.jpg,mink,0
stoat_0666.jpg,stoat,4
weasel_0285.jpg,weasel,5
stoat_0521.jpg,stoat,4
weasel_0332.jpg,weasel,5
stoat_0532.jpg,stoat,4
polecat_0610.jpg,polecat,3
otter_0259.jpg,otter,1
mink_0226.jpg,mink,0
stoat_0036.jpg,stoat,4
weasel_0563.jpg,weasel,5
polecat_0101.jpg,polecat,3
pinemarten_0330.jpg,pinemarten,2
polecat_0835.jpg,polecat,3
mink_0453.jpg,mink,0
mink_0257.jpg,mink,0
otter_0043.jpg,otter,1
polecat_0531.jpg,polecat,3
polecat_0276.jpg,polecat,3
otter_0135.jpg,otter,1
otter_0856.jpg,otter,1
weasel_0549.jpg,weasel,5
pinemarten_0247.jpg,pinemarten,2
weasel_0466.jpg,weasel,5
mink_0044.jpg,mink,0
weasel_0526.jpg,weasel,5
otter_0062.jpg,otter,1
mink_0835.jpg,mink,0
mink_0341.jpg,mink,0
otter_0433.jpg,otter,1
otter_0212.jpg,otter,1
weasel_0292.jpg,weasel,5
stoat_0907.jpg,stoat,4
polecat_0972.jpg,polecat,3
weasel_0806.jpg,weasel,5
mink_0789.jpg,mink,0
weasel_0469.jpg,weasel,5
stoat_0381.jpg,stoat,4
weasel_0054.jpg,weasel,5
mink_0588.jpg,mink,0
stoat_0665.jpg,stoat,4
weasel_0386.jpg,weasel,5
weasel_0506.jpg,weasel,5
weasel_0682.jpg,weasel,5
otter_0720.jpg,otter,1
pinemarten_0540.jpg,pinemarten,2
pinemarten_0699.jpg,pinemarten,2
polecat_0768.jpg,polecat,3
stoat_0406.jpg,stoat,4
otter_0727.jpg,otter,1
weasel_0576.jpg,weasel,5
stoat_0772.jpg,stoat,4
mink_0128.jpg,mink,0
otter_0429.jpg,otter,1
mink_0892.jpg,mink,0
stoat_0424.jpg,stoat,4
weasel_0920.jpg,weasel,5
polecat_0397.jpg,polecat,3
polecat_0874.jpg,polecat,3
pinemarten_0116.jpg,pinemarten,2
polecat_0722.jpg,polecat,3
polecat_0705.jpg,polecat,3
stoat_0652.jpg,stoat,4
polecat_0664.jpg,polecat,3
weasel_0217.jpg,weasel,5
pinemarten_0481.jpg,pinemarten,2
stoat_0741.jpg,stoat,4
weasel_0889.jpg,weasel,5
weasel_0939.jpg,weasel,5
weasel_0315.jpg,weasel,5
stoat_0353.jpg,stoat,4
otter_0923.jpg,otter,1
weasel_0667.jpg,weasel,5
pinemarten_0157.jpg,pinemarten,2
polecat_0747.jpg,polecat,3
otter_0336.jpg,otter,1
weasel_0274.jpg,weasel,5
otter_0552.jpg,otter,1
polecat_0337.jpg,polecat,3
weasel_0950.jpg,weasel,5
pinemarten_0804.jpg,pinemarten,2
pinemarten_0460.jpg,pinemarten,2
polecat_0421.jpg,polecat,3
otter_0819.jpg,otter,1
mink_0553.jpg,mink,0
otter_0181.jpg,otter,1
stoat_0538.jpg,stoat,4
pinemarten_0146.jpg,pinemarten,2
otter_0742.jpg,otter,1
weasel_0925.jpg,weasel,5
mink_0051.jpg,mink,0
otter_0583.jpg,otter,1
stoat_0395.jpg,stoat,4
otter_0471.jpg,otter,1
mink_0975.jpg,mink,0
mink_0569.jpg,mink,0
weasel_0956.jpg,weasel,5
stoat_0937.jpg,stoat,4
stoat_0602.jpg,stoat,4
polecat_0563.jpg,polecat,3
weasel_0789.jpg,weasel,5
weasel_0662.jpg,weasel,5
stoat_0688.jpg,stoat,4
stoat_0215.jpg,stoat,4
otter_0603.jpg,otter,1
weasel_0370.jpg,weasel,5
otter_0392.jpg,otter,1
stoat_0991.jpg,stoat,4
stoat_0426.jpg,stoat,4
otter_0116.jpg,otter,1
otter_0852.jpg,otter,1
stoat_0881.jpg,stoat,4
polecat_0945.jpg,polecat,3
pinemarten_0832.jpg,pinemarten,2
stoat_0160.jpg,stoat,4
stoat_0048.jpg,stoat,4
otter_0293.jpg,otter,1
pinemarten_0965.jpg,pinemarten,2
stoat_0235.jpg,stoat,4
otter_0752.jpg,otter,1
otter_0555.jpg,otter,1
pinemarten_0095.jpg,pinemarten,2
mink_0709.jpg,mink,0
stoat_0111.jpg,stoat,4
stoat_0562.jpg,stoat,4
otter_0864.jpg,otter,1
pinemarten_0967.jpg,pinemarten,2
weasel_0208.jpg,weasel,5
pinemarten_0462.jpg,pinemarten,2
weasel_0778.jpg,weasel,5
polecat_0010.jpg,polecat,3
mink_0025.jpg,mink,0
pinemarten_0584.jpg,pinemarten,2
weasel_0684.jpg,weasel,5
pinemarten_0754.jpg,pinemarten,2
otter_0249.jpg,otter,1
polecat_0871.jpg,polecat,3
polecat_0233.jpg,polecat,3
mink_0654.jpg,mink,0
weasel_0586.jpg,weasel,5
otter_0305.jpg,otter,1
polecat_0019.jpg,polecat,3
pinemarten_0099.jpg,pinemarten,2
stoat_0909.jpg,stoat,4
pinemarten_0697.jpg,pinemarten,2
mink_0826.jpg,mink,0
mink_0636.jpg,mink,0
pinemarten_0005.jpg,pinemarten,2
pinemarten_0442.jpg,pinemarten,2
weasel_0757.jpg,weasel,5
stoat_0038.jpg,stoat,4
otter_0921.jpg,otter,1
pinemarten_0564.jpg,pinemarten,2
pinemarten_0835.jpg,pinemarten,2
pinemarten_0508.jpg,pinemarten,2
mink_0952.jpg,mink,0
polecat_0964.jpg,polecat,3
stoat_0531.jpg,stoat,4
mink_0156.jpg,mink,0
otter_0558.jpg,otter,1
otter_0187.jpg,otter,1
weasel_0388.jpg,weasel,5
stoat_0195.jpg,stoat,4
polecat_0370.jpg,polecat,3
mink_0524.jpg,mink,0
pinemarten_0245.jpg,pinemarten,2
mink_0150.jpg,mink,0
polecat_0121.jpg,polecat,3
pinemarten_0539.jpg,pinemarten,2
pinemarten_0947.jpg,pinemarten,2
otter_0593.jpg,otter,1
pinemarten_0023.jpg,pinemarten,2
pinemarten_0286.jpg,pinemarten,2
pinemarten_0248.jpg,pinemarten,2
otter_0439.jpg,otter,1
mink_0596.jpg,mink,0
polecat_0158.jpg,polecat,3
pinemarten_0083.jpg,pinemarten,2
weasel_0616.jpg,weasel,5
polecat_0391.jpg,polecat,3
pinemarten_0671.jpg,pinemarten,2
weasel_0141.jpg,weasel,5
mink_0102.jpg,mink,0
pinemarten_0136.jpg,pinemarten,2
pinemarten_0662.jpg,pinemarten,2
stoat_0297.jpg,stoat,4
mink_0293.jpg,mink,0
pinemarten_0709.jpg,pinemarten,2
weasel_0278.jpg,weasel,5
weasel_0258.jpg,weasel,5
weasel_0344.jpg,weasel,5
mink_0361.jpg,mink,0
weasel_0311.jpg,weasel,5
otter_0731.jpg,otter,1
stoat_0493.jpg,stoat,4
pinemarten_0391.jpg,pinemarten,2
pinemarten_0468.jpg,pinemarten,2
stoat_0094.jpg,stoat,4
otter_0951.jpg,otter,1
polecat_0950.jpg,polecat,3
polecat_0830.jpg,polecat,3
mink_0260.jpg,mink,0
otter_0204.jpg,otter,1
polecat_0497.jpg,polecat,3
polecat_0381.jpg,polecat,3
weasel_0801.jpg,weasel,5
polecat_0349.jpg,polecat,3
pinemarten_0062.jpg,pinemarten,2
mink_0540.jpg,mink,0
mink_0357.jpg,mink,0
stoat_0391.jpg,stoat,4
stoat_0459.jpg,stoat,4
pinemarten_0554.jpg,pinemarten,2
otter_0718.jpg,otter,1
polecat_0036.jpg,polecat,3
weasel_0374.jpg,weasel,5
weasel_0837.jpg,weasel,5
otter_0847.jpg,otter,1
otter_0169.jpg,otter,1
otter_0163.jpg,otter,1
stoat_0212.jpg,stoat,4
otter_1000.jpg,otter,1
polecat_0448.jpg,polecat,3
pinemarten_0847.jpg,pinemarten,2
stoat_0674.jpg,stoat,4
pinemarten_0264.jpg,pinemarten,2
mink_0429.jpg,mink,0
weasel_0527.jpg,weasel,5
polecat_0634.jpg,polecat,3
weasel_0286.jpg,weasel,5
mink_0097.jpg,mink,0
pinemarten_0045.jpg,pinemarten,2
polecat_0053.jpg,polecat,3
pinemarten_0429.jpg,pinemarten,2
weasel_0580.jpg,weasel,5
otter_0406.jpg,otter,1
polecat_0863.jpg,polecat,3
stoat_0414.jpg,stoat,4
pinemarten_0785.jpg,pinemarten,2
pinemarten_0010.jpg,pinemarten,2
